cluster_name	latent_residual_delta_beta	observed_minus_strict_pred_delta_beta	strict_model_delta_beta_8cell_to_morula	abs_latent_residual_delta_beta	signed_latent_residual_direction	PC_loading_norm	PC1_loading	residual_contribution_PC1	PC2_loading	residual_contribution_PC2	PC3_loading	residual_contribution_PC3	residual_alignment_score	abs_residual_alignment_score	module_id	module_index	region_type	control_set	matched_age_cluster	chr	start	end	width	n_cpg_target	age_weight_5yr	basin_residual_rank	overlap_public_chromatin	public_accessibility_morula_max	public_accessibility_morula_minus_8cell
cluster_5966	-0.004766905141351932	-0.006998677226548026	-0.0041124338845630855	0.004766905141351932	-1.0	0.04386318088890663	0.01953873825099495	-0.015463123138218071	0.03483507595454116	-0.0011791133075996529	0.01813101840750813	-0.0347663953479786	3.3362030453894455e-05	3.3362030453894455e-05	M02	2	age_DMR	age_DMR	cluster_5966	chr5	140709983	140710237	255	4	-0.031586986000000004	135	True	1.851899126	0.9555316669999999
cluster_5024	-0.004546241878128551	-0.010587155722975531	0.010587155722975531	0.004546241878128551	-1.0	0.030119520962816625	0.008342379467698453	-0.006602229853209401	0.004271056067161307	-0.00014456862539545081	0.028624261176799618	-0.05488728532779548	4.813177071805972e-05	4.813177071805972e-05	M02	2	age_DMR	age_DMR	cluster_5024	chr22	32598479	32598570	92	2	-0.023901857000000002	136	True	-0.20949426	-1.183175158
cluster_123	-0.004492636586901818	-0.041752154555935714	0.037524031213445705	0.004492636586901818	-1.0	0.08840748374158776	0.0855683612805232	-0.06771952672782665	0.009530118113442787	-0.00032257972123330493	-0.020077738369368048	0.038499248864789164	0.00018757725713997625	0.00018757725713997625	M11	11	age_DMR	age_DMR	cluster_123	chr1	6519923	6520194	272	2	-0.032496992999999995	137	True	1.262357688	-0.957680106
cluster_7504	0.004487800132003807	-0.07961527153697176	0.006193551281918175	0.004487800132003807	1.0	0.060391630269707876	0.00349345979794823	-0.0027647537082563203	0.05892234441494505	-0.0019944299965154737	-0.012771142232385088	0.02448878325072468	-0.00035729742611314083	0.00035729742611314083	M00	0	age_DMR	age_DMR	cluster_7504	chr8	53080905	53081140	236	2	0.072558145	138	True	0.640024036	-1.2457423509999999
cluster_5252	0.0044561738151872405	-0.11914105469925293	0.0969188324770307	0.0044561738151872405	1.0	0.08324252576407518	-0.07926246737681962	0.06272898881913945	-0.011749056522083872	0.00039768734579502556	0.022555243996955576	-0.04324988880070591	-0.0005309132482646016	0.0005309132482646016	M15	15	age_DMR	age_DMR	cluster_5252	chr3	114036607	114036631	25	2	0.01909685	139	True	1.644779131	-0.4121675749999998
cluster_6275	-0.004303317856818155	-0.0438543076863948	0.0037484875805746947	0.004303317856818155	-1.0	0.10406141208746253	0.003452547571859827	-0.0027323754255987195	0.10347659837994334	-0.0035025224097159	0.010461882651637914	-0.020060756664412385	0.0001887190253652604	0.0001887190253652604	M06	6	age_DMR	age_DMR	cluster_6275	chr6	31737630	31737885	256	2	-0.032421038	140	True	0.050379367	-0.986835692
cluster_883	0.004079083887331211	-0.033418012819064154	0.002352976490869935	0.004079083887331211	1.0	0.017559930381479426	0.0023924416052765497	-0.0018933985740611245	0.005324209941027452	-0.00018021625106005957	-0.016561405938857077	0.031756648934305465	-0.00013631487763687245	0.00013631487763687245	M02	2	age_DMR	age_DMR	cluster_883	chr10	50816058	50816262	205	2	-0.033963623	141	True	0.127892323	0.011164111000000004
cluster_7000	0.0038976825557504686	0.13857243145542975	0.013706770823772469	0.0038976825557504686	1.0	0.02782042916983991	-0.00028769003087865587	0.00022768033001761948	0.020125863736538255	-0.0006812292813616204	-0.019205288919943542	0.03682631898307562	0.0005401113487917561	0.0005401113487917561	M02	2	age_DMR	age_DMR	cluster_7000	chr7	100077221	100077394	174	2	-0.023266685	142	True	2.3353778999999997	0.15849809599999976
cluster_2832	0.003766220183218466	-0.02190333385526363	0.012804490926918141	0.003766220183218466	1.0	0.13782533221525398	0.04621615852139882	-0.03657585976184543	0.12223881330119568	-0.0041375942930832	-0.04378996933643008	0.08396767087257205	-8.249277804546624e-05	8.249277804546624e-05	M02	2	age_DMR	age_DMR	cluster_2832	chr16	2073518	2073792	275	2	-0.020554218	143	True	-1.6725532280000002	-2.0957987090000003
cluster_315	-0.0035426819026432186	-0.05958202073489599	-0.007084645931770681	0.0035426819026432186	-1.0	0.04703071012648806	-0.02439200526280436	0.01930403980654178	0.0355987679946064	-0.0012049630990146035	0.01869880989601364	-0.035855140774238015	0.00021108014658042902	0.00021108014658042902	M00	0	age_DMR	age_DMR	cluster_315	chr1	66797701	66798063	363	2	0.044527436	144	True	2.02578997	0.07390125000000003
cluster_386	-0.0025304369417066693	-0.013729640306405529	0.027023291100056333	0.0025304369417066693	-1.0	0.058256300382711824	-0.03965997284113672	0.031387238818742697	0.03506747923273013	-0.0011869797982138836	0.02431367904664139	-0.04662170425845225	3.474198902767342e-05	3.474198902767342e-05	M00	0	age_DMR	age_DMR	cluster_386	chr1	120311439	120311653	215	4	0.028296419	145	True	2.02578997	0.07390125000000003
cluster_7612	-0.002472216708342139	-0.11624105911634244	0.05392583445699062	0.002472216708342139	-1.0	0.1132500597329594	-0.04105789551089934	0.032493566673825414	0.1034424626241046	-0.0035013669673098907	0.02096383008888551	-0.04019833792547629	0.0002873730885428081	0.0002873730885428081	M04	4	age_DMR	age_DMR	cluster_7612	chr8	143202730	143203654	925	5	0.043674447000000005	146	True	1.471174505	-0.6304901869999999
cluster_3336	0.002450568520396189	-0.00955242262313599	0.0012190892898026572	0.002450568520396189	1.0	0.04526133424471003	0.02765189578387932	-0.02188394480843846	0.012959918999853371	-0.0004386731631669834	-0.03340660917671947	0.06405748181206893	-2.340886617377745e-05	2.340886617377745e-05	M02	2	age_DMR	age_DMR	cluster_3336	chr17	37764503	37764802	300	3	-0.010225803	147	True	1.897721177	-0.160795279
cluster_5307	-0.002172344139453054	-0.014967062885084934	0.003855951773973823	0.002172344139453054	-1.0	0.061346912582641924	0.029600656615948705	-0.023426210656218617	0.05359313465911543	-0.0018140445094768148	-0.003875658490750007	0.0074316109715804645	3.2513611343239566e-05	3.2513611343239566e-05	M02	2	age_DMR	age_DMR	cluster_5307	chr3	147112541	147113092	552	3	-0.024274621	148	True	1.644779131	-0.4121675749999998
cluster_1921	-0.0020292941244891513	-0.13613689876403773	0.13613689876403773	0.0020292941244891513	-1.0	0.10770710423642374	-0.09154793391742974	0.07245181121880175	-0.0370083178908646	0.001252674177428001	0.04301372461592321	-0.08247921444760105	0.0002762618087880361	0.0002762618087880361	M08	8	age_DMR	age_DMR	cluster_1921	chr12	101988756	101988803	48	2	0.013074757	149	True	1.9626992090000002	0.20269821900000018
cluster_67	0.0019896580789447228	-0.0012369609491221685	0.0012369609491221685	0.0019896580789447228	1.0	0.12303246683458922	0.029310353216714543	-0.02319646208432337	0.08776483223586262	-0.002970703487588239	-0.08108776302455642	0.15548653494430936	-2.4611293457600546e-06	2.4611293457600546e-06	M02	2	age_DMR	age_DMR	cluster_67	chr1	2559320	2559371	52	2	-0.031518463999999996	150	True	0.369485978	-1.850551816
cluster_652	0.0014656449645791673	-0.0472282212143838	0.031672665658828245	0.0014656449645791673	1.0	0.042058425875265135	-0.035486521079411366	0.028084333704095084	0.020518125959410254	-0.000694506749384385	0.009414059480343179	-0.01805154605035664	-6.921980460889262e-05	6.921980460889262e-05	M00	0	age_DMR	age_DMR	cluster_652	chr1	240783328	240783389	62	3	0.040863042	151	True	2.204821917	-0.12274902399999998
cluster_2910	0.0014337262853429446	-0.06235678080824963	-0.01844134249294725	0.0014337262853429446	1.0	0.07473902971030746	-0.03852588627156929	0.030489713090655964	0.06313840141053258	-0.0021371369886168594	0.010734100630736985	-0.02058273715494385	-8.940255571415595e-05	8.940255571415595e-05	M00	0	age_DMR	age_DMR	cluster_2910	chr16	27899239	27899404	166	2	0.041373344	152	True	0.631497482	-0.88947316
cluster_2637	-0.0010649187275356589	-0.07333312152799656	-0.0004831856216439279	0.0010649187275356589	-1.0	0.10427124365884337	-0.009350294913135132	0.007399902683741619	0.10373724641378307	-0.003511344941514056	0.004862915348361404	-0.009324685119445616	7.809381446381193e-05	7.809381446381193e-05	M06	6	age_DMR	age_DMR	cluster_2637	chr15	48413040	48413344	305	5	0.040134182000000004	153	True	0.682382495	-1.021247132
cluster_6410	0.0005424621144622049	-0.024474245487543345	0.02398408999738785	0.0005424621144622049	1.0	0.1458254677180153	0.04625354755445574	-0.03660544975966162	0.13630907414299356	-0.004613850805961549	-0.023356212879777974	0.0447857540353968	-1.327635095703984e-05	1.327635095703984e-05	M06	6	age_DMR	age_DMR	cluster_6410	chr6	41375649	41376295	647	3	-0.021018303999999998	154	True	1.302369181	-0.1746005049999999
cluster_6163	-0.00018083828924028627	-0.29174881585383466	-0.06929520834808423	0.00018083828924028627	-1.0	0.11847008585271253	-0.0743571042036464	0.05884684280694263	0.08740043494567629	-0.0029583692043309647	0.02945074307557888	-0.056472072006353416	5.2759356746886766e-05	5.2759356746886766e-05	M08	8	age_DMR	age_DMR	cluster_6163	chr6	29274617	29275337	721	11	0.016966375	155	True	0.050379367	-0.986835692
cluster_5580	-1.2258168814039169e-05	-0.004664703199253952	0.004664703199253952	1.2258168814039169e-05	-1.0	0.029632387308868014	0.017150452374218132	-0.013573013442931759	-0.023255160740400137	0.0007871511328167558	-0.00656794183291765	0.012594089159999095	5.718071928384353e-08	5.718071928384353e-08	M02	2	age_DMR	age_DMR	cluster_5580	chr4	81185723	81185765	43	2	-0.018584757	156	True	1.968560645	0.9983652869999999
